fv600022,0.000,5.506,de eerste gedwongen uitwijzing van een uitgeprocedeerde asielzoeker zal vandaag al plaatshebben
fv600022,5.506,8.256,de ISVAG-oven in Wilrijk is weer opgestart
fv600022,8.256,13.521,het plaatselijk actiecomité is woedend op minister Dua en op de groenen in het algemeen
fv600022,13.521,18.570,en bij het chemisch bedrijf UCB in de Gentse haven is er ammoniakgas ontsnapt
fv600022,18.570,22.186,maar er zijn geen werknemers of omwonenden geëvacueerd
fv600022,0.000,22.186,achtergrondmuziek tijdens het opsommen van de nieuwspunten
fv600023,0.000,4.419,de regering is vandaag opnieuw begonnen met de gedwongen uitwijzing van vluchtelingen
fv600023,4.419,10.789,een uitgeprocedeerde asielzoeker wordt onder rijkswachtescorte teruggevlogen naar zijn land van herkomst
fv600023,10.789,13.919,de repatriëring gebeurt met een lijnvlucht van Sabena
fv600023,13.919,16.939,het gaat waarschijnlijk om een Afrikaanse bestemming
fv600023,32.149,37.039,de gedwongen repatriëringen worden hervat na een politiek akkoord van vorige week
fv600023,37.039,44.069,de regering bereikte toen een overeenkomst over een wetsontwerp dat de regularisatie van een aantal vluchtelingen moet regelen
fv600023,44.069,51.539,vooral de liberale coalitiepartners hebben erop aangedrongen dat tegelijk opnieuw werd begonnen met de gedwongen uitwijzingen
fv600023,16.970,19.990,de gedwongen repatriëringen hebben lange tijd stilgelegen
fv600023,19.990,25.430,Sabenapiloten wilden de afgewezen asielzoekers niet meenemen zonder duidelijke afspraken
fv600023,25.430,32.070,en ook de rijkswacht was erg voorzichtig geworden na het drama met Semira Adamo*x iets meer dan een jaar geleden
fv600023,51.560,58.040,minister van Binnenlandse Zaken Duquesne betwist wel dat het zou gaan om een groep van zo'n tweeduizend vijfhonderd asielzoekers
fv600023,58.040,61.280,die in aanmerking zouden komen voor gedwongen repatriëring
fv600023,61.280,63.480,dat cijfer wordt genoemd door De Standaard
fv600023,63.480,65.941,maar volgens de minister slaat het nergens op
fv600024,0.000,3.570,de ISVAG-verbrandingsoven in Wilrijk werkt weer
