fn000003,0.000,2.362,wethouder Thielen van ruimtelijke ordening
fn000003,2.362,4.210,wil dat er snel duidelijkheid komt
fn000003,4.210,6.955,over de toekomst van Plein Vierenveertig
fn000003,6.955,9.066,volgens Thielen moet de discussie over
fn000003,9.066,11.247,of en hoe het plein bebouwd moet worden
fn000003,11.247,13.017,snel in de raad komen
fn000003,13.017,16.162,ook is er binnen 't college een projectwethouder nodig
fn000003,16.162,18.245,die alle initiatieven op een rijtje zet
fn000003,18.245,20.934,en bekijkt welke plannen gecombineerd kunnen worden
fn000003,20.934,23.317,met de aanleg van haltes voor de kabeltram
fn000003,25.063,26.890,er komt een nieuw lokalengebouw
fn000003,26.890,28.841,tussen de basisscholen De Hazesprong
fn000003,28.841,32.421,en de Nijmeegse Scholenvereniging in de wijk Hazekamp
fn000003,32.421,36.224,de start van de bouw is gepland in februari tweeduizend één
fn000003,36.224,38.624,het complex krijgt vijftien lokalen
fn000003,38.624,40.652,een speelzaal en een kantine
fn000003,40.652,43.897,Kinderopvang Nijmegen kijk*a krijgt straks vier lokalen
fn000003,43.897,47.621,en wordt daarmee de grootste buitenschoolse opvang van Nederland
fn000003,47.621,50.045,het nieuwe gebouw kost vier miljoen gulden
fn000003,51.745,53.965,de gemeente wil dat er snel ingegrepen wordt
fn000003,53.965,56.103,bij de dienst arbeidsintegratie
fn000003,56.103,59.703,deze dienst die onderdeel is van de landelijke arbeidsvoorziening
fn000003,59.703,61.076,blijkt te falen
fn000003,61.076,63.848,er worden veel te weinig mensen met een arbeidshandicap
fn000003,63.848,66.359,voorbereid voor een baan in het bedrijfsleven
fn000003,66.359,68.890,als er niet snel wordt ingegrepen zal de gemeente
fn000003,68.890,71.124,het budget van één komma vijf miljoen gulden
fn000003,71.124,72.856,tru*a terugeisen
fn000003,74.390,77.924,de bewoners van schepen in de Waalhaven gaan hun klachten bundelen
fn000003,77.924,81.303,in een vereniging die zich Nieuw Nijmeegs Peil noemt
fn000003,81.303,84.403,de bewoners hebben het gevoel dat de gemeente hen negeert
fn000003,84.403,88.004,en alleen maar oog g*a lijkt te hebben voor het meertje bij de verkeersbrug
fn000003,88.004,90.421,als plaats waar woonboten liggen
fn000003,90.421,93.441,de vereniging verwijt de gemeente een stille sanering
fn000003,93.441,96.821,en zij willen juist dat de Waalhaven een kleurrijke verzamelplaats wordt
fn000003,96.821,99.196,van allerlei watergebonden activiteiten
fn000003,100.767,104.172,het Juliana Welzijnfonds heeft aan de Katholieke Bond Van Ouderen
fn000003,104.172,107.221,een bijdrage toegekend van vijfentwintighonderd gulden
fn000003,107.221,110.738,het bedrag moet voorzien in de aanschaf van een koersbalspel
fn000003,110.738,112.737,en de reparatie van een biljart
fn000003,112.737,115.314,het Juliana Welzijnfonds ondersteunt projecten
fn000003,115.314,117.523,die mensen betrekken bij hun eigen omgeving
fn000003,117.523,121.275,en projecten die willen voorkomen dat mensen geïsoleerd raken
fn000003,121.275,123.416,tot zover het Radio-Nijmegennieuws
fn000033,0.000,2.072,de bewoners van schepen in de Waalhaven
fn000033,2.072,4.348,gaan hun krachten bundelen in een vereniging
fn000033,4.348,6.638,die zich Nieuw Nijmeegs Peil noemt
fn000033,6.638,9.835,de vereniging verwijt de gemeente een stille sanering
fn000033,9.835,13.186,en ze willen juist dat de Waalhaven een kleurrijke verzamelplaats wordt
fn000033,13.186,15.807,van allerlei watergebonden activiteiten
fn000033,15.807,19.072,tot nu toe blijken dertig bedrijven uit de Nijmeegse regio
fn000033,19.072,21.252,het slachtoffer van de malafide praktijken
fn000033,21.252,24.741,van een tweeënvijftigjarige beursorganisator uit Roermond
fn000033,24.741,27.130,de gedupeerde bedrijven hebben bij elkaar
fn000033,27.130,29.081,zeventigduizend gulden betaald aan de man
fn000033,29.081,31.416,die volgende week een grote consumentenbeurs
fn000033,31.416,33.041,in Heumen zou organiseren
fn000033,33.041,35.903,hij bleek echter helemaal niets ondernomen te hebben
fn000033,35.903,38.924,de indirecte schade is groter dan zeventig mille
fn000033,38.924,41.462,veel bedrijven hadden al relaties uitgenodigd
fn000033,41.462,44.626,foldermateriaal laten maken en standapparatuur gehuurd
fn000033,46.108,48.455,bewoners van Zwanenveld zijn redelijk tevreden
fn000033,48.455,51.297,over het effect van de in hun wijk g*a geplaatste borden
fn000033,51.297,53.693,parkeren uitsluitend voor bewoners
fn000033,53.693,55.059,dat betekent echter niet
fn000033,55.059,57.541,dat het parkeerprobleem in de buurt is opgelost
fn000033,57.541,58.659,binnenkort
fn000033,58.659,61.555,wil de bewonersorganisatie met de gemeente in overleg
fn000033,61.555,64.872,over andere aspecten van verkeersoverlast in Zwanenveld
fn000033,64.872,66.459,discussiepunten
fn000033,66.459,69.162,vormen de aanrijroute voor de parkeerp-garage*u
fn000033,69.162,72.966,en het parkeergedrag van het personeel van winkelcentrum Dukenburg
fn000033,72.966,76.510,dat laatste zorgde d'r onlangs nog voor de nodige ergernis
fn000033,76.510,79.500,hierbij werd een fout geparkeerde auto van een werknemer bekrast
fn000033,80.925,83.607,zaterdagnacht is een drieëndertigjarige Wijchenaar
fn000033,83.607,85.883,met een honkbalknuppel in elkaar geslagen
fn000033,85.883,88.179,dit gebeurde bij busstation Dukenburg
fn000033,88.179,90.262,de man raakte zo ernstig gewond
fn000033,90.262,92.662,dat hij zondagochtend geopereerd moest worden
fn000033,92.662,94.814,daarnaast lijdt hij aan geheugenverlies
fn000033,94.814,96.759,van de toedracht is alleen bekend
fn000033,96.759,98.717,dat de man op weg was naar zijn vriendin
fn000033,98.717,101.520,wat er verder gebeurd is weet het slachtoffer niet meer
fn000033,101.520,103.730,tot zo ver het Radio-Nijmegennieuws
fn000034,0.000,2.672,tot nu toe blijken dertig bedrijven uit de Nijmeegse regio
fn000034,2.672,4.437,'t slachtoffer van de malafide praktijken
fn000034,4.437,7.395,van een tweeënvijftigjarige beursorganisator uit Roermond
fn000034,8.312,10.306,de gedupeerde bedrijven hebben bij elkaar
fn000034,10.306,12.306,zeventigduizend gulden betaald aan de man
fn000034,12.306,14.619,die volgende week een grote consumentenbeurs
fn000034,14.619,16.030,in Heumen zou organiseren
fn000034,16.030,18.881,hij bleek echter helemaal niets ondernomen te hebben
fn000034,19.507,22.382,de indirecte schade is veel groter dan zeventig mille
fn000034,22.382,25.024,veel bedrijven hadden al relaties uitgenodigd
fn000034,25.024,26.385,foldermateriaal laten maken
fn000034,26.385,28.137,en standapparatuur gehuurd
fn000034,29.637,32.888,bewoners van Zwanenveld zijn redelijk tevreden over 't effect
fn000034,32.888,34.540,van de in hun wijk geplaatste borden
fn000034,34.540,36.724,parkeren uitsluitend voor bewoners
fn000034,37.225,40.476,dat betekent echter niet dat het parkeerprobleem in de buurt is opgelost
fn000034,41.221,44.194,binnenkort wil de bewonersorganisatie met de gemeente in overleg
fn000034,44.194,46.995,over andere aspecten van verkeersoverlast in Zwanenveld
fn000034,47.996,50.896,discussiepunten vormen de aanrijroute voor de parkeergarage
fn000034,50.896,54.326,en het parkeergedrag van het personeel van winkelcentrum Dukenburg
fn000034,55.117,57.930,dat laatste zorgde onlangs nog voor de nodige ergernis
fn000034,57.930,61.349,hierbij werd een fout geparkeerde auto van een werknemer bekrast
fn000034,63.005,65.613,zaterdagochtend om tien uur heeft op het Keizer Karelplein
fn000034,65.613,67.795,een taichidemonstratie plaatsgevonden
fn000034,68.417,71.879,de actie was mede bedoeld als demonstratie tegen 't geweld in Kosovo
fn000034,72.693,75.651,tegelijkertijd werden ook op andere plaatsen in de rest van de wereld
fn000034,75.651,77.181,taichidemonstraties gehouden
fn000034,77.995,79.537,de activiteiten waren georganiseerd
fn000034,79.537,82.750,in 't kader van de wereldwijde gezondheidsdag van de Verenigde Naties
fn000034,84.562,88.675,gisterennacht is een drieëndertigjarige Wijchenaar met een honkbalknuppel in elkaar geslagen
fn000034,88.675,91.508,dit gebeurde bij busstation Dukenburg
fn000034,91.508,93.930,de man raakte zo ernstig gewond
fn000034,93.930,96.180,dat hij gisterochtend geopereerd moest worden
fn000034,96.180,98.560,daarnaast lijdt hij aan geheugenverlies
fn000034,98.560,102.022,van de toedracht is alleen bekend dat de man op weg was naar zijn vriendin
fn000034,102.022,104.835,wat er verder gebeurd is weet het slachtoffer niet meer
fn000034,106.056,108.809,zaterdag omstreeks vijf uur 's ochtends kreeg de politie de melding
fn000034,108.809,110.691,dat er in Zwanenveld geschoten zou worden
fn000034,111.254,114.254,bij controle trof de politie twee mannen tussen 't struikgewas
fn000034,114.254,116.006,die een plastic zak weggooiden
fn000034,116.006,118.716,hierin bleek een tiental patronen te zitten
fn000034,118.716,121.154,dicht bij de plastic tas lag een revolver
fn000034,121.154,122.906,beide mannen zijn aangehouden
fn000034,123.469,126.838,in de buurt waar de mannen aangehouden werden zijn diverse lege hulzen aangetroffen
fn000034,126.838,130.214,en waren de armaturen van diverse lantarenpalen kapotgeschoten
fn000034,130.840,134.304,bij huiszoeking v*a bij de vijfentwintigjarige en zesentwintigjarige Nijmegenaren
fn000034,134.304,137.275,werden diverse wapens aangetroffen die in beslag zijn genomen
fn000034,137.275,139.877,na verhoor zijn beide mannen weer vrijgelaten
fn000034,139.877,141.911,tot zo ver het Radio-Nijmegennieuws
fn000037,0.000,2.901,tot nu toe blijken dertig bedrijven uit de Nijmeegse regio
fn000037,2.901,4.765,'t slachtoffer van de malafide praktijken
fn000037,4.765,7.832,van een tweeënvijftigjarige beursorganisator uit Roermond
fn000037,7.832,9.658,de gedupeerde bedrijven hebben bij elkaar
fn000037,9.658,10.949,zeventigduizend gulden betaald
fn000037,10.949,13.357,aan de man die volgende week een grote consumentenbeurs
fn000037,13.357,14.985,in Heumen zou organiseren
fn000037,14.985,17.298,hij bleek echter helemaal niets ondernomen te hebben
fn000037,17.298,19.939,de indirecte schade is groter dan zeventig mille
fn000037,19.939,22.163,veel bedrijven hadden al relaties uitgenodigd
fn000037,22.163,23.559,foldermateriaal laten maken
fn000037,23.559,25.248,en standapparatuur gehuurd
fn000037,26.700,28.648,zaterdag omstreeks vijf uur 's ochtends
fn000037,28.648,31.509,kreeg de politie de melding dat er in Zwanenveld geschoten zou worden
fn000037,31.509,34.331,bij controle trof de politie twee mannen tussen 't struikgewas
fn000037,34.331,35.892,die een plastic tas weggooiden
fn000037,35.892,38.240,hierin bleek een tiental patronen te zitten
fn000037,38.240,40.222,dicht bij de plastic zak lag een revolver
fn000037,40.222,41.721,beide mannen zijn aangehouden
fn000037,41.721,43.637,in de buurt waar de mannen aangehouden werden
fn000037,43.637,45.512,zijn diverse lege hulzen aangetroffen
fn000037,45.512,48.579,en waren de armaturen van diverse lantarenpalen kapotgeschoten
fn000037,49.392,52.704,bij huiszoeking bij de vijfentwintig- en zesentwintigjarige Nijmegenaren
fn000037,52.704,55.670,werden diverse wapens aangetroffen die in beslag zijn genomen
fn000037,55.670,58.045,na verhoor zijn beide mannen weer vrijgelaten
fn000037,59.656,62.071,gisterennacht is een drieëndertigjarige Wijchenaar
fn000037,62.071,64.199,met een honkbalknuppel in elkaar geslagen
fn000037,64.199,66.324,dit gebeurde bij busstation Dukenburg
fn000037,66.324,67.935,de man raakte zo ernstig gewond
fn000037,67.935,69.755,dat hij gisterochtend geopereerd moest worden
fn000037,69.755,71.871,daarnaast lijdt hij aan geheugenverlies
fn000037,72.247,75.073,van de toedracht is alleen bekend dat de man op weg was naar zijn vriendin
fn000037,75.073,77.345,wat er verder gebeurd is weet het slachtoffer niet meer
fn000037,79.077,80.577,bewoners van Zwanenveld
fn000037,80.577,82.202,zijn redelijk tevreden over het effect
fn000037,82.202,83.605,van de in hun wijk geplaatste borden
fn000037,83.605,85.602,parkeren uitsluitend voor bewoners
fn000037,86.290,89.602,dat betekent echter niet dat de parkeerprobleem in de buurt is opgelost
fn000037,90.203,91.865,binnenkort wil de bewonersorganisatie
fn000037,91.865,92.990,met de gemeente in overleg
fn000037,92.990,95.741,over andere aspecten van verkeersoverlast in Zwanenveld
fn000037,95.741,97.988,discussiepunten vormen de aanrijroute
fn000037,97.988,100.782,voor de parkeergarage en het parkeergedrag van het personeel
fn000037,100.782,102.282,van winkelcentrum Dukenburg
fn000037,102.282,105.253,dat laatste zorgde onlangs nog voor de nodige ergernis
fn000037,105.253,108.302,hierbij werd een fout geparkeerde auto van een werknemer bekrast
fn000037,108.302,110.336,tot zo ver het Radio-Nijmegennieuws
fn000038,0.000,1.781,zeven over half drie inmiddels bijna
fn000038,1.781,2.753,en we hebben een uh
fn000038,2.753,4.054,ja een kwestie van
fn000038,4.054,6.641,zeer zinloos geweld denk ik in Geldermalsen
fn000038,6.641,9.099,de chef van een bedrijf in de levensmiddelenbranche
fn000038,9.099,10.334,heeft daar namelijk zondag
fn000038,10.334,11.788,een eenendertigjarig personeelslid
fn000038,11.788,12.902,van de trap geslagen
fn000038,12.902,14.354,toen de werknemer op de grond lag
fn000038,14.354,16.292,kreeg ie van de chef nog een paar trappen in het lichaam
fn000038,16.292,18.134,de man zei vanwege een pijnlijke schouder
fn000038,18.134,20.267,tijdelijk niet aan de lopende band te kunnen werken
fn000038,20.267,21.936,z'n chef was dat niet met 'm eens
fn000038,21.936,23.420,en droeg 'm op aan 't werk te gaan
fn000038,23.420,25.211,de man weigerde waarop z'n baas kwaad werd
fn000038,25.211,26.200,en 'm van de trap sloeg
fn000038,26.200,28.012,de man raakte buiten bewustzijn
fn000038,28.012,30.291,en kon na verpleging met z'n vrouw weer naar huis
fn000040,0.000,1.777,in het VU-ziekenhuis in Amsterdam
fn000040,1.777,4.688,is Danny Blind vanmiddag aan zijn rechter knie onderzocht
fn000040,4.688,6.832,er is gebleken dat er geen verder verlies
fn000040,6.832,8.514,van het kraakbeen is opgetreden
fn000040,8.514,11.495,wel is er wat irritatie aan de binnenmeniscus geconstateerd
fn000040,11.495,13.704,er zal per wedstrijd dan ook worden gekeken
fn000040,13.704,15.689,of Danny Blind vanaf nu inzetbaar is
fn000040,15.689,18.950,maar er werd eerst gevreesd voor helemaal nooit meer kunnen spelen
fn000040,18.950,20.304,nou dat valt dus gelukkig mee
fn000040,20.304,21.808,ben 'k erg blij mee persoonlijk als fan
fn000040,21.808,22.846,zullen we maar zeggen
fn000051,0.000,2.346,bondscoach Frank Rijkaard heeft Vitesse-aanvaller
fn000051,2.346,5.861,Martijn Reuser opgeroepen voor de oefeninterland tegen Marokko
fn000051,5.861,7.935,in het Gelredome komende woensdag
fn000051,7.935,9.814,Reuser vervangt Dennis Bergkamp
fn000051,9.814,12.752,de Arsenal-spits heeft zich afgemeld met een buikblessure
fn000051,12.752,15.340,Reusert*u debuteerde dit seizoen al in Oranje
fn000051,15.340,18.502,tegen Ghana maar verdween door vormverlies uit de selectie
fn000051,18.502,21.441,dinsdag tegen PSV scoorde hij twee keer
fn000051,21.441,24.912,Vitesse is nu met Feyenoord hofleverancier met vier spelers
fn000051,24.912,26.873,Sander Westerveld Mark Van Hintem
fn000051,26.873,29.676,Michel Kreek en nu dus ook Martijn Reuser
fn000052,0.000,3.000,en wederom een goede middag bij Radio Nijmegen Sport
fn000052,3.000,4.780,het is twee minuten over drie
fn000052,4.780,7.330,het tweede uur van Nijmegen is
fn000052,7.330,9.634,van Radio Nijmegen Sport is aangevangen
fn000052,9.634,12.322,en dit uur hebben wij uh naast heel veel voetbal
fn000052,12.322,15.823,onder andere voor u het laatste nieuws over VOCASA
fn000052,15.823,18.573,en dan hebben we 't over de volleyballers
fn000052,18.573,20.962,uh ik neem nog even de tussenstanden met u door
fn000052,20.962,24.217,in de KPN-telecompetitie uhm er zijn
fn000052,24.217,26.340,uh vijf wedstrijden te spelen
fn000052,26.340,28.762,Fortuna Sittard tegen Roda daar is 't nog nul nul
fn000052,28.762,31.471,Feyenoord NAC en waar ik net zie
fn000052,31.471,33.791,dat NAC heeft gescoord Feyenoord staat achter
fn000052,33.791,35.824,NEC Vitesse is nog steeds nul nul
fn000052,35.824,38.262,RKC Waalwijk FC Twente nul één
fn000052,38.262,41.190,FC Utrecht MVV nul één
fn000052,41.190,42.909,en in de Toto-divisie
fn000052,42.909,44.871,FC Den Bosch ADO nul nul
fn000053,0.000,3.329,we*x uh 't is nu zeven minuten voor half vier
fn000053,3.329,5.420,en dat betekent dat uh de meeste
fn000053,5.420,7.751,wedstrijden nu een rustpauze hebben
fn000053,7.751,10.064,en dan heb ik 't over uh voetbal natuurlijk
fn000053,10.064,13.439,uh de ruststanden in de KPN-Telecompetitie
fn000053,13.439,16.877,Fortuna Sittard uh Roda JC nul nul
fn000053,16.877,18.737,eveneens nog niet gescoord
fn000053,18.737,21.248,is er bij NEC Vitesse
fn000053,21.248,23.628,Feyenoord in de kampioenswedstrijd tegen NAC
fn000053,23.628,25.833,staat met twee één voor
fn000053,25.833,28.832,en RKC Twente de laatste wedstrijd
fn000053,28.832,32.161,pardon de één na laatste wedstrijd daar staat het twee één voor RKC
fn000053,32.161,34.461,de laatste wedstrijd is Utrecht MVV
fn000053,34.461,37.083,en daar staat MVV met nul één voor
fn000053,37.083,39.521,in de Toto-divisie is het nog uh
fn000053,39.521,42.200,bij de enige wedstrijd die daar vandaag gespeeld wordt nul nul
fn000053,42.200,43.677,en dan uh hebben we het over
fn000053,43.677,46.211,FC Den Bosch tegen ADO Den Haag
fn000053,46.211,48.731,en in de hoofdklasse zei zoals u hebt kunnen horen
fn000053,48.731,50.508,van verslaggever Dennis Heesakkers
fn000053,50.508,53.269,staat 't één twee een voorsprong
fn000053,53.269,55.743,voor Hatert tegen De Treffers
fn000054,0.000,2.595,Arnhem wil de organisatie van 't EK springen
fn000054,2.595,4.938,in tweeduizend één naar de stad halen
fn000054,4.938,7.300,Arnhem is bereid de Europese titelstrijd springen
fn000054,7.300,8.876,in tweeduizend één te organiseren
fn000054,8.876,11.564,ook Rotterdam heeft daarvoor belangstelling getoond
